current_name,steamid64,oz_id,c_all,c180,c31,c7,first_hit_utc,last_hit_utc
Reaps,76561198421652689,4494,13,0,0,0,2020-05-26,2022-04-02
Ryuen,76561198317422233,1777,13,0,0,0,2018-01-03,2020-04-13
Speck,76561198161322716,2250,13,0,0,0,2016-12-28,2019-05-30
Zinsh,76561198216796071,4436,13,0,0,0,2021-06-17,2024-08-11
aaron,76561198149125010,2767,13,0,0,0,2017-12-13,2021-12-24
branslam,76561198067295068,5832,13,2,1,0,2015-11-17,2025-08-23
cool dad,76561198027150240,1396,13,0,0,0,2018-12-03,2019-08-13
cr.,76561197993508562,3171,13,1,0,0,2020-09-20,2025-04-20
equi,76561198093899544,1946,13,0,0,0,2019-01-02,2020-10-25
fences,76561198071050420,1335,13,0,0,0,2013-06-22,2023-12-23
kurt tradeit.gg,76561198090677480,1758,13,0,0,0,2014-11-10,2019-08-06
peace,76561198382469831,1048,13,0,0,0,2017-09-27,2018-04-09
quenterz,76561198246891674,3277,13,0,0,0,2019-05-24,2020-08-22
verd,76561198120670343,4664,13,5,0,0,2024-04-13,2025-07-20
wild,76561198153289720,144,13,0,0,0,2016-04-30,2017-10-13
wizward,76561198074621811,2757,13,0,0,0,2014-03-23,2023-12-04
xander,76561198063481761,165,13,0,0,0,2014-06-22,2024-03-11
xav,76561198132561543,319,13,1,0,0,2017-11-04,2025-06-29
zac,76561198047296815,2239,13,0,0,0,2017-09-29,2022-08-06
էryዠard,76561198084661119,466,13,0,0,0,2015-03-04,2015-10-01
♥ Emily ♥,76561198328180739,872,13,0,0,0,2017-04-16,2017-06-03
(36hz),76561198143319818,5523,12,0,0,0,2014-08-31,2015-11-20
Andyroo,76561198190219918,1550,12,1,0,0,2019-03-05,2025-04-03
DANTE,76561198046483712,3110,12,7,1,0,2021-03-25,2025-08-28
DarK,76561197961573824,277,12,0,0,0,2016-04-25,2016-05-15
Ed1cker,76561198444746381,2121,12,0,0,0,2023-01-13,2023-02-05
FS g4y,76561198320285393,911,12,0,0,0,2018-01-08,2018-10-31
Fanatical,76561198004195711,94,12,0,0,0,2014-04-13,2019-03-20
Jackathan,76561198315505858,456,12,1,0,0,2017-01-18,2025-05-27
Luke,76561198132900829,1250,12,0,0,0,2018-02-28,2018-06-11
POTENTIAMONSTER,76561197972083867,5298,12,0,0,0,2024-08-07,2024-09-07
Xehno,76561198167520908,276,12,0,0,0,2016-04-23,2017-10-04
Xidy,76561198214992179,2179,12,0,0,0,2018-02-01,2023-06-13
banchii_,76561198019334904,3252,12,0,0,0,2014-10-07,2014-11-12
bunstie,76561198420572723,4511,12,0,0,0,2021-09-02,2024-09-22
catty,76561198204165892,2520,12,0,0,0,2017-03-24,2020-04-09
dep,76561198139669552,2861,12,0,0,0,2016-05-26,2022-06-01
dwe,76561198045777669,1779,12,0,0,0,2013-09-30,2018-10-19
explode,76561198165459330,52,12,0,0,0,2016-07-03,2017-05-10
fish,76561198021008452,259,12,0,0,0,2015-12-14,2019-12-01
han,76561198115775158,519,12,0,0,0,2016-02-06,2017-02-09
light.,76561198045914799,2762,12,0,0,0,2015-03-30,2015-09-12
m00tY,76561198278744167,5828,12,0,0,0,2019-02-18,2022-11-03
majora,76561198872629709,5610,12,0,0,0,2022-01-12,2023-02-11
moonbeazy,76561198043068625,5134,12,0,0,0,2014-02-18,2020-01-17
mvne,76561198976674986,4272,12,5,0,0,2022-07-25,2025-06-18
obla,76561198061469495,3,12,0,0,0,2014-10-14,2022-07-13
robouki,76561198168265569,5326,12,6,1,0,2018-08-11,2025-08-26
sebbers,76561198229432644,5895,12,0,0,0,2018-07-06,2024-04-19
var,76561198164892406,3799,12,1,0,0,2022-08-09,2025-05-22
'bones,76561198053728531,503,11,0,0,0,2016-12-22,2019-03-22
.Bakes,76561198018293914,4024,11,0,0,0,2021-07-09,2023-08-06
2skai,76561198098604889,5086,11,0,0,0,2016-12-09,2018-03-22
Aloy,76561198044008285,643,11,0,0,0,2016-01-16,2019-08-26
Anarchist Lemon,76561198029267274,607,11,0,0,0,2015-06-06,2016-12-14
Anton,76561198356353063,3800,11,0,0,0,2021-09-29,2023-11-04
Clari-tea,76561198066919149,1240,11,0,0,0,2017-02-26,2020-07-07
CodeX,76561198116143721,1417,11,0,0,0,2018-03-06,2019-04-18
DEVILS,76561198203803181,3533,11,0,0,0,2018-03-20,2023-04-10
Fishy,76561199091438347,5667,11,9,0,0,2025-02-01,2025-07-05
JabJab,76561198044343775,4043,11,0,0,0,2021-03-14,2022-11-15
Jonesy,76561198073255965,1166,11,0,0,0,2017-11-06,2020-07-16
K1ttenlsBæ,76561198168536147,298,11,0,0,0,2016-03-05,2016-05-08
Kaiju4289,76561198878179212,2927,11,0,0,0,2020-01-20,2022-01-30
Kingorcoc,76561198253868228,1700,11,0,0,0,2018-08-27,2021-10-07
Meaff,76561198038235263,1514,11,0,0,0,2013-12-19,2020-02-17
Michael,76561198079316961,441,11,0,0,0,2016-07-03,2020-03-08
Mint,76561198061824661,2940,11,0,0,0,2022-10-23,2024-03-16
Percent,76561198440458445,1065,11,0,0,0,2018-12-17,2019-03-06
Rach,76561198196975897,4331,11,0,0,0,2019-10-29,2023-02-09
Raina,76561198238034502,1729,11,0,0,0,2019-09-22,2022-05-14
Sodium,76561198077238860,2069,11,0,0,0,2015-10-26,2017-11-22
Sugar daddy,76561198375958751,3932,11,0,0,0,2022-06-08,2023-03-17
Wergy,76561198126638443,4502,11,0,0,0,2024-01-18,2025-03-18
banana,76561198049957667,12,11,0,0,0,2015-09-18,2016-10-31
benzo,76561198006988758,158,11,0,0,0,2016-05-25,2016-12-22
boba,76561198240848740,3978,11,0,0,0,2022-08-07,2024-05-08
dad,76561198027882077,1912,11,0,0,0,2014-10-28,2021-04-23
dr/tr,76561197990841428,2676,11,0,0,0,2014-07-13,2021-09-01
escutando tim maia,76561198147711115,1423,11,0,0,0,2022-02-18,2023-07-03
gaw$,76561198189534714,624,11,0,0,0,2016-11-19,2021-01-04
jean valjean,76561198137454070,5372,11,0,0,0,2024-07-12,2025-01-18
mackeyy,76561198086178920,4164,11,3,0,0,2017-05-25,2025-07-15
mellow,76561198121073036,892,11,0,0,0,2016-12-05,2021-12-16
microsoft paint,76561198075230990,1641,11,0,0,0,2017-06-12,2020-04-26
mute-god,76561198299748784,1153,11,0,0,0,2018-06-07,2019-06-26
nam,76561198270939510,4468,11,6,0,0,2024-12-20,2025-08-05
nick,76561198069915820,5022,11,0,0,0,2014-12-17,2015-03-04
raresiiyy,76561198272804992,2543,11,0,0,0,2019-09-20,2022-04-29
scandalous!!!!!!!!,76561198053348827,69,11,0,0,0,2015-05-26,2020-07-05
sketch,76561198123512440,5965,11,0,0,0,2015-11-09,2017-06-23
snake eater,76561198182862426,4620,11,1,0,0,2018-01-27,2025-06-27
soul.,76561198031967935,402,11,0,0,0,2016-02-06,2016-09-14
twitch.tv/gingerliam,76561198255672038,2353,11,0,0,0,2019-09-23,2025-03-02
whylee,76561198448632147,5960,11,9,2,0,2025-01-17,2025-09-05
wilson brown,76561198071570164,4805,11,2,0,0,2024-05-25,2025-04-22
ynz,76561198145173597,5502,11,0,0,0,2021-11-17,2025-01-12
"yu ""yookstah"" ki",76561197964091198,2493,11,0,0,0,2013-08-20,2023-10-10
-S1reX,76561198884915762,5146,10,4,0,0,2024-07-03,2025-08-06
200,76561198071371521,1109,10,0,0,0,2016-03-29,2018-04-15
Aion,76561198101289379,3839,10,3,1,0,2022-08-01,2025-08-18
Anon,76561198161044725,3487,10,0,0,0,2020-10-01,2021-05-19
Blakeyboy,76561198067003552,3074,10,0,0,0,2014-08-05,2023-02-28
Equilibrium,76561198095488470,4961,10,0,0,0,2015-05-10,2020-06-18
G4vin,76561198164036774,1644,10,0,0,0,2017-08-01,2019-06-08
Healix,76561198130270161,2482,10,0,0,0,2016-04-21,2019-05-06
Just_shoot_it,76561198086672737,238,10,0,0,0,2015-12-06,2016-06-17
MOVEMENT OMEGALUL,76561198045479800,3117,10,0,0,0,2015-01-01,2015-07-09
Mixed,76561198042152499,56,10,0,0,0,2015-05-15,2019-03-04
Mr scattergun,76561199141112344,3507,10,4,0,0,2022-05-23,2025-05-28
RaptR,76561198055821848,399,10,0,0,0,2015-12-28,2018-08-09
Rolex,76561198377019798,1586,10,0,0,0,2017-12-17,2018-03-08
STICC,76561198054833725,1687,10,0,0,0,2018-10-30,2021-04-18
Thompson,76561198048600865,2764,10,0,0,0,2017-03-15,2022-03-15
Zeus,76561198131670413,4561,10,0,0,0,2022-05-09,2024-08-12
ber,76561198025069562,467,10,0,0,0,2016-08-07,2018-10-14
bill,76561198066726621,1088,10,0,0,0,2018-08-30,2023-04-16
chonk,76561198002924796,455,10,0,0,0,2016-01-21,2018-05-14
ckm,76561198050621918,542,10,0,0,0,2015-01-23,2016-05-19
eko,76561198164249139,3259,10,0,0,0,2021-09-09,2022-05-23
foolish BEER,76561198135998167,858,10,0,0,0,2016-12-24,2017-03-12
gorp,76561198755643381,3773,10,0,0,0,2019-09-15,2023-01-01
homeslice,76561198212634987,1651,10,0,0,0,2018-10-27,2020-05-25
johno,76561197977773871,300,10,0,0,0,2016-07-15,2017-05-19
mal,76561197998403490,334,10,0,0,0,2016-09-12,2023-03-31
malice,76561198114487344,5816,10,0,0,0,2019-06-29,2021-09-03
mellz,76561198289730691,3445,10,0,0,0,2020-08-26,2022-03-02
miknando,76561198046214898,1291,10,0,0,0,2014-10-14,2017-04-02
mop,76561198026641482,290,10,0,0,0,2017-04-05,2018-05-04
osq,76561198865284532,4239,10,0,0,0,2021-06-11,2021-12-12
ra1n,76561199018207670,5648,10,0,0,0,2021-05-12,2024-08-15
ram,76561198024855442,529,10,0,0,0,2018-12-01,2022-05-13
samuel,76561198045191339,229,10,0,0,0,2015-07-19,2018-03-17
snowy,76561198028680528,312,10,0,0,0,2016-08-22,2020-02-23
steak,76561197996185124,3544,10,0,0,0,2020-09-29,2021-05-28
trivago,76561198836363923,2451,10,0,0,0,2020-01-01,2020-06-25
tstm,76561198031870836,355,10,0,0,0,2013-07-21,2016-02-16
xtra,76561197998962418,476,10,0,0,0,2015-08-12,2020-04-10
yourstruly,76561198017996650,1077,10,1,0,0,2017-12-21,2025-08-16
98931279871,76561198342062970,4420,9,0,0,0,2020-06-24,2021-07-23
Age,76561198061306996,2745,9,0,0,0,2020-07-11,2020-11-16
Appcap,76561198385624950,5333,9,2,0,0,2023-11-25,2025-08-14
Bazzla,76561198110260016,665,9,0,0,0,2015-08-11,2018-10-19
Bluehat,76561198355125370,2821,9,0,0,0,2020-03-08,2024-06-22
BushMario,76561198086953767,311,9,0,0,0,2014-08-01,2022-03-24
Evelynn,76561198151590202,1654,9,1,0,0,2020-06-12,2025-07-08
FlareInsanity,76561198179607773,1376,9,0,0,0,2016-01-20,2019-04-22
Fluffington,76561198084643543,114,9,0,0,0,2015-10-03,2017-09-08
Ghost,76561198062699673,9,9,0,0,0,2015-07-17,2024-05-30
Godz Ares,76561198152320729,5603,9,0,0,0,2017-04-17,2020-09-14
Gorgon_,76561198120938163,1944,9,0,0,0,2018-06-22,2022-11-10
G|R,76561198030493735,661,9,0,0,0,2012-12-12,2017-01-23
MeeLee,76561199227871384,4563,9,0,0,0,2023-02-18,2023-04-02
NEET,76561198055183373,2199,9,0,0,0,2015-06-18,2019-09-24
Omar,76561198098898341,2197,9,0,0,0,2018-08-11,2022-03-18
Optivex,76561198131756192,420,9,0,0,0,2016-07-11,2018-07-08
Parts,76561198138915310,2132,9,0,0,0,2019-03-17,2020-06-07
Presti,76561198075421390,680,9,0,0,0,2015-05-24,2016-06-18
Quasar,76561198332772182,1743,9,0,0,0,2018-04-21,2019-10-27
Reffic,76561198043719353,2294,9,0,0,0,2016-03-06,2019-11-03
Roro,76561198068646331,274,9,0,0,0,2014-09-30,2016-11-24
ScEshay,76561197992222723,4542,9,0,0,0,2024-02-09,2025-03-17
Sel,76561198190923207,3447,9,0,0,0,2016-03-30,2021-06-25
Smily,76561198075139194,317,9,0,0,0,2016-09-08,2020-07-12
Solres,76561198166156059,1624,9,0,0,0,2018-07-21,2024-11-13
Sperrie,76561198822552726,2677,9,0,0,0,2019-08-29,2023-08-03
Sun,76561198073439576,2949,9,0,0,0,2015-10-11,2023-11-20
Taksea,76561198183714687,3563,9,0,0,0,2017-02-19,2017-10-20
The Bee,76561198170693338,1950,9,0,0,0,2017-01-21,2018-10-30
Uncle Jimmy,76561198072691234,2379,9,0,0,0,2015-07-26,2016-03-06
Yric,76561198050493469,2261,9,0,0,0,2020-04-22,2024-03-10
[DSTR]Dark_Dragon,76561198197580629,910,9,0,0,0,2017-05-29,2019-10-17
`Fear,76561198434925058,3732,9,0,0,0,2020-04-25,2021-11-27
adam,76561198087803935,655,9,0,0,0,2017-01-04,2020-11-08
athena,76561198012017516,541,9,0,0,0,2014-09-13,2016-09-21
bibBore,76561198148655016,1195,9,0,0,0,2019-04-24,2021-06-24
blackie,76561198230368708,1589,9,0,0,0,2017-05-15,2018-07-04
brella,76561198042714722,1482,9,0,0,0,2015-11-05,2018-08-31
bulk,76561197980386510,535,9,0,0,0,2013-08-19,2014-11-23
danissimo,76561198149762983,1870,9,0,0,0,2018-09-13,2019-10-05
darksandy,76561198137042547,3788,9,0,0,0,2018-06-15,2020-12-18
detroit,76561198084417270,699,9,0,0,0,2017-01-18,2022-01-25
dogfood REBORN,76561198979494052,3327,9,0,0,0,2019-11-16,2021-10-22
domjni,76561198287931508,5591,9,0,0,0,2017-12-31,2024-06-25
donkey,76561198027038495,1152,9,0,0,0,2017-05-21,2020-04-13
feggie,76561198044239256,666,9,0,0,0,2016-12-03,2019-07-12
harpseal,76561198160993814,1468,9,0,0,0,2018-05-23,2019-04-21
jenn,76561198078395002,5935,9,0,0,0,2019-10-29,2022-01-31
jkc_S,76561199119190911,4952,9,1,0,0,2024-03-10,2025-06-13
jono,76561198059701670,485,9,0,0,0,2014-11-01,2020-08-31
klebs,76561198050358048,251,9,0,0,0,2016-07-27,2017-03-15
luckt,76561198158373858,771,9,0,0,0,2017-01-12,2018-04-27
matyeahh,76561198269678940,2534,9,0,0,0,2020-03-11,2022-05-13
moogod,76561198192485027,593,9,0,0,0,2016-10-04,2017-02-27
nNameee,76561198096062185,2317,9,0,0,0,2016-01-09,2019-06-02
pistol,76561198402562515,2780,9,2,0,0,2019-01-10,2025-04-22
sam,76561198294411690,2142,9,0,0,0,2019-12-26,2023-03-23
samboo,76561198202272733,838,9,0,0,0,2017-11-25,2019-07-02
sev,76561198082622016,2625,9,0,0,0,2020-04-06,2024-10-19
trucker,76561198049968240,815,9,0,0,0,2014-11-06,2015-09-12
wardex,76561198319886947,2235,9,0,0,0,2019-01-01,2020-04-17
yes.,76561198802685182,2326,9,0,0,0,2019-06-07,2021-09-21
サンルーム,76561197960679316,3941,9,0,0,0,2021-04-15,2023-07-15
ARISSS,76561198398068116,4471,8,1,0,0,2023-12-24,2025-06-16
B.a,76561198039877655,2195,8,0,0,0,2020-04-19,2020-07-30
De Villa,76561198143937345,3454,8,0,0,0,2020-10-27,2021-05-26
Eros,76561198357934695,2140,8,0,0,0,2017-05-21,2020-12-23
Fwan,76561198989078420,5023,8,0,0,0,2024-03-08,2024-04-25
Jersh,76561198048641834,533,8,0,0,0,2014-01-06,2016-06-09
Kel / Clock,76561198292509206,980,8,0,0,0,2016-11-26,2018-01-28
Madpie,76561198025023470,85,8,0,0,0,2015-07-19,2017-09-17
Mango,76561198121598669,3233,8,0,0,0,2020-10-30,2023-08-27
Matchstick,76561198088227748,1928,8,0,0,0,2018-12-22,2019-01-18
Mrs Boo ♥,76561198270974056,940,8,0,0,0,2017-04-13,2017-04-22
PaKo,76561198317695609,2641,8,0,0,0,2019-09-23,2021-10-05
Qubit,76561198167165597,320,8,0,0,0,2015-09-19,2017-07-06
RaKuo,76561199147386058,3895,8,0,0,0,2023-03-19,2024-01-19
Spike,76561198127486851,419,8,0,0,0,2015-12-22,2016-10-31
The Crumplezone,76561198042293258,659,8,0,0,0,2014-07-26,2016-06-29
Trumpet,76561198045897544,269,8,0,0,0,2016-12-22,2022-07-11
VEVO,76561198237799694,4696,8,0,0,0,2023-11-03,2024-08-29
WeaitSky,76561198849060560,2141,8,0,0,0,2018-08-18,2019-09-15
Whyte The Weeabear,76561198108686035,263,8,0,0,0,2015-09-20,2016-05-01
WinterPizza850,76561199043352840,4369,8,2,2,0,2024-02-04,2025-09-05
Wungus,76561198137146721,5658,8,8,0,0,2025-06-18,2025-08-05
akrom :>,76561198030835735,1970,8,0,0,0,2015-02-06,2022-09-26
ari,76561198885034659,1975,8,0,0,0,2019-02-23,2019-05-25
basiic,76561198135777638,1102,8,0,0,0,2019-10-27,2020-02-02
bo,76561198251487462,3778,8,0,0,0,2023-05-24,2024-10-28
creem,76561198122031469,736,8,0,0,0,2016-11-14,2018-01-09
dajelii,76561198101661748,3738,8,0,0,0,2015-07-10,2021-10-10
dillwax,76561198183060018,1640,8,0,0,0,2018-08-08,2024-12-05
dtn,76561198003404879,2658,8,0,0,0,2018-05-01,2020-07-03
emjaey-,76561198315244159,2690,8,0,0,0,2018-02-24,2022-05-07
fetter9,76561199088722080,4946,8,0,0,0,2023-07-03,2024-11-07
feyn,76561198065382839,198,8,2,0,0,2018-07-01,2025-07-01
fff,76561198140519790,2364,8,0,0,0,2020-07-04,2024-07-01
fuz,76561198031836038,184,8,0,0,0,2015-08-21,2015-12-29
gluglug,76561198074931564,820,8,0,0,0,2019-02-06,2020-05-25
itsame,76561198059284918,5367,8,0,0,0,2014-03-02,2015-02-21
jR.,76561198008164149,5076,8,0,0,0,2014-05-10,2024-10-22
jash,76561198067865776,54,8,0,0,0,2016-01-26,2017-06-10
k4ppa,76561198810609989,3388,8,0,0,0,2021-06-18,2022-02-24
knig,76561198828627891,1935,8,0,0,0,2018-09-26,2019-04-22
minaaj,76561198403965385,5235,8,3,0,0,2024-05-24,2025-07-07
monti,76561198079873281,1286,8,1,0,0,2019-04-01,2025-07-13
nephew,76561198043806614,3283,8,0,0,0,2021-08-08,2022-02-02
njpo,76561198045582892,521,8,0,0,0,2015-04-08,2017-01-13
noahsun,76561198067355800,3669,8,0,0,0,2015-09-05,2022-06-04
oblivious,76561198122172317,1728,8,0,0,0,2018-09-20,2021-11-25
pause,76561198038009057,289,8,0,0,0,2017-05-07,2020-01-10
pepelord,76561198094393445,3271,8,0,0,0,2020-06-09,2021-08-26
reg903,76561198131270946,2694,8,0,0,0,2024-05-08,2025-02-12
shneersh,76561198034301403,3105,8,0,0,0,2021-11-16,2025-01-31
trippy,76561198799742201,1522,8,0,0,0,2018-07-28,2020-08-09
videotape,76561198207797605,3573,8,0,0,0,2023-08-12,2023-12-29
wirthy,76561198061532381,2260,8,0,0,0,2020-01-28,2023-03-13
★T-0 <3,76561198130346245,433,8,0,0,0,2016-06-05,2016-06-24
-RDP- IBK,76561198126924331,544,7,0,0,0,2016-05-09,2018-02-17
Aurah,76561198079498384,720,7,0,0,0,2016-12-14,2017-06-17
BlueBlaster,76561197995684708,1529,7,0,0,0,2017-11-02,2023-05-31
Brendan Vu,76561198146765885,1839,7,0,0,0,2018-10-27,2020-04-23
Chermoil,76561198027263304,528,7,0,0,0,2018-02-04,2018-09-30
Confiserie,76561198026852634,1772,7,0,0,0,2018-02-07,2019-06-29
Creature,76561198067642918,3060,7,0,0,0,2017-03-18,2021-01-23
Diavolo Diablo,76561198166295333,4056,7,0,0,0,2018-02-25,2023-08-06
FFrostii,76561198210256056,314,7,0,0,0,2016-07-17,2016-10-09
Farmbot#0001,76561198071819421,4573,7,0,0,0,2018-01-09,2018-01-20
Hry,76561198217576436,3801,7,0,0,0,2023-05-16,2024-02-05
J5,76561198152485272,1449,7,0,0,0,2016-06-15,2021-03-26
Jukesy #For Nicholas,76561199136910514,5189,7,1,1,0,2023-07-23,2025-08-28
Jäger al-Maslul,76561198123056652,1019,7,0,0,0,2017-11-04,2020-04-26
LaaaNgdon,76561198179856927,1647,7,0,0,0,2016-06-07,2018-12-16
Lion,76561198000632080,397,7,0,0,0,2018-01-17,2019-02-27
Magical Trevor,76561197993465521,1783,7,0,0,0,2014-09-06,2018-10-30
Mis,76561198055306383,1911,7,0,0,0,2020-07-06,2020-12-06
Nv0a,76561198147404369,3890,7,0,0,0,2021-12-20,2023-01-28
Owlfy,76561199073919459,4890,7,1,0,0,2023-10-23,2025-08-13
Relz,76561197972786509,3742,7,0,0,0,2021-10-10,2024-06-27
San,76561198181119377,3702,7,0,0,0,2022-07-25,2022-09-13
Sour Duh,76561198163830422,1756,7,0,0,0,2018-09-20,2019-06-02
Starling,76561198056321014,3755,7,0,0,0,2016-02-20,2024-02-19
TBourdon,76561198105347669,1406,7,0,0,0,2019-03-12,2021-09-16
Tenous,76561198143631024,3629,7,5,2,1,2024-07-13,2025-09-12
Tricka •,76561197968440123,46,7,0,0,0,2018-02-26,2020-02-21
Tykveg,76561198058563627,2296,7,0,0,0,2019-10-12,2020-06-27
acesty,76561198193200374,1091,7,0,0,0,2017-05-07,2018-01-13
airs,76561198285887364,3626,7,0,0,0,2017-01-14,2021-10-20
bishaminty,76561198092473954,1115,7,0,0,0,2022-05-19,2023-09-08
cromag,76561198086280517,5731,7,4,0,0,2023-11-20,2025-08-13
dior,76561197965566926,1204,7,0,0,0,2017-11-26,2017-11-26
enkaii,76561198137121707,640,7,0,0,0,2015-11-21,2017-07-01
epsilon,76561198043783149,1628,7,0,0,0,2015-10-05,2015-12-08
ethan,76561197963512470,3068,7,0,0,0,2021-12-09,2022-07-26
fezz,76561198106504250,3823,7,0,0,0,2018-11-24,2021-10-06
freewonkerz he's a good guy :<,76561198319246302,1129,7,0,0,0,2018-05-20,2018-11-06
"fuck it, we ball",76561199096343199,4545,7,0,0,0,2023-09-25,2024-07-16
gbj,76561198022265163,1427,7,0,0,0,2015-04-05,2016-01-29
h1n4,76561198846884400,2965,7,0,0,0,2023-08-18,2024-11-05
hazel,76561198263197430,1518,7,0,0,0,2019-01-08,2019-09-20
hoyehh,76561198131939903,3682,7,4,1,1,2020-12-31,2025-09-12
humph,76561198083730533,351,7,0,0,0,2016-12-22,2017-01-05
hydrababa,76561198115333881,3278,7,0,0,0,2019-02-03,2022-07-19
jason,76561198018821486,746,7,0,0,0,2020-11-07,2020-11-07
jeebs-AA-,76561198041361286,3856,7,0,0,0,2017-12-08,2019-08-01
juna,76561198513775985,4559,7,7,1,1,2025-04-24,2025-09-10
lft nc demo,76561199220723034,5145,7,0,0,0,2024-04-12,2024-09-29
mashiro,76561198053070636,350,7,0,0,0,2015-10-24,2024-11-02
mew,76561198216603729,3815,7,0,0,0,2016-05-06,2017-11-04
mitski,76561199068588666,3639,7,0,0,0,2021-11-14,2025-01-08
nurf,76561198019391327,2393,7,0,0,0,2020-06-28,2024-06-13
phrax,76561198059208283,309,7,0,0,0,2014-01-01,2016-04-10
pudding,76561198072019823,518,7,0,0,0,2015-07-18,2016-12-09
rane,76561198053120541,57,7,0,0,0,2016-04-12,2017-03-22
samii_,76561198227657840,4579,7,0,0,0,2020-01-27,2021-05-02
synced,76561199014107462,3781,7,0,0,0,2022-10-08,2022-12-07
t0z,76561199090363814,4509,7,0,0,0,2022-09-13,2023-09-06
thanh,76561198442507642,5841,7,0,0,0,2021-06-20,2023-05-13
vikman,76561198113320697,3497,7,0,0,0,2018-07-24,2020-05-22
yeetingbaby,76561199011454860,4368,7,1,0,0,2024-10-12,2025-06-06
๖FaYde,76561198144382923,2805,7,0,0,0,2020-04-17,2020-07-07
1R#Ints,76561198357857713,2269,6,0,0,0,2019-01-26,2020-06-18
2345y,76561198062237544,579,6,0,0,0,2016-08-27,2016-09-26
Bigweld,76561198125903222,2822,6,0,0,0,2020-09-24,2020-12-14
Deafonline,76561198169281583,895,6,0,0,0,2017-09-29,2019-01-30
Fedorable,76561198045462965,748,6,0,0,0,2016-06-25,2017-03-03
GORDON[GS],76561198355272591,2468,6,0,0,0,2020-08-26,2020-09-26
GoKritz,76561198042009075,2876,6,0,0,0,2014-08-25,2015-07-20
Henry,76561198127414048,4394,6,0,0,0,2024-07-29,2024-12-02
Hor,76561199002219252,3736,6,0,0,0,2021-05-24,2021-10-30
Huskuas,76561198009930763,1861,6,0,0,0,2014-10-13,2019-12-08
Hyoi,76561198206306996,4642,6,0,0,0,2021-12-24,2023-07-07
IS THIS A 4S PUG,76561198376993117,3336,6,0,0,0,2021-04-17,2021-04-17
Jaybladezz,76561198029037852,65,6,0,0,0,2014-08-09,2015-10-21
Luke.,76561198098414676,1330,6,0,0,0,2018-01-06,2020-06-03
Meti ♥,76561198096749316,1505,6,1,0,0,2022-10-18,2025-06-15
PILLS!,76561198315362212,5920,6,1,1,1,2020-07-18,2025-09-13
Pizzagun8,76561198072122061,2227,6,0,0,0,2017-10-25,2018-11-06
Prealpha,76561198394787270,3404,6,0,0,0,2023-01-26,2024-04-08
Ramiel,76561198044800150,899,6,0,0,0,2015-07-25,2016-10-05
Revan,76561198155909548,1289,6,0,0,0,2019-03-12,2022-04-10
Ruse,76561198861407846,2362,6,0,0,0,2020-04-17,2024-05-23
SVBER,76561198047874808,5584,6,3,0,0,2017-02-25,2025-05-17
Sephyr,76561198049121113,3417,6,0,0,0,2021-11-07,2023-11-22
ShuZ,76561197970805594,4881,6,1,0,0,2015-02-18,2025-04-13
Sickday,76561198028686534,853,6,0,0,0,2014-11-01,2017-11-08
Stabbity,76561198106506376,633,6,0,0,0,2014-12-09,2015-09-19
Stübby,76561198131423270,5370,6,2,0,0,2024-10-08,2025-06-04
TG,76561198001891719,1805,6,0,0,0,2014-06-09,2020-05-20
Tad,76561198057602413,1703,6,0,0,0,2018-08-15,2019-05-11
Tohka,76561198053668449,623,6,0,0,0,2019-11-01,2021-07-18
WithoutName,76561198137712776,2337,6,0,0,0,2020-04-27,2020-11-21
X14,76561198086917496,5617,6,0,0,0,2015-07-01,2017-12-18
Zenith,76561197998781585,1,6,0,0,0,2013-11-15,2018-06-01
brs,76561198425304283,3210,6,0,0,0,2020-05-15,2020-09-24
bumble,76561198133867907,1849,6,0,0,0,2018-11-27,2019-04-15
conflux,76561198016076699,1170,6,0,0,0,2015-10-18,2024-12-14
cooleverest,76561198048004321,407,6,0,0,0,2015-01-23,2018-01-16
crabbb,76561198066362719,4802,6,0,0,0,2023-07-05,2024-08-17
deathbladder,76561198078299597,653,6,0,0,0,2017-02-25,2017-04-23
eden,76561198861900344,4265,6,0,0,0,2022-12-19,2025-03-14
eurus,76561199224539158,3842,6,2,0,0,2023-06-11,2025-05-28
ewls,76561198081400485,408,6,0,0,0,2016-07-07,2017-03-10
heks,76561198041335138,3258,6,0,0,0,2016-04-08,2022-08-27
hellstar,76561198065877269,5344,6,0,0,0,2015-11-04,2018-12-04
heyy,76561198149927884,4108,6,0,0,0,2017-02-02,2024-03-06
jason32,76561198236206716,2836,6,0,0,0,2020-08-27,2021-05-10
k1tty,76561198130687895,855,6,0,0,0,2018-04-21,2019-04-02
kik,76561198282234950,1761,6,0,0,0,2019-09-06,2019-12-15
lacy avenue ୨୧,76561198029320773,5268,6,0,0,0,2017-04-22,2025-02-25
lain,76561198067800778,359,6,0,0,0,2015-01-02,2016-04-02
ludo,76561198370909549,2035,6,0,0,0,2019-09-03,2019-10-27
mattdamaster,76561198172314406,2567,6,0,0,0,2020-08-18,2021-02-09
meow,76561198052727157,196,6,0,0,0,2016-08-05,2019-09-13
n1co,76561198858482349,4836,6,0,0,0,2021-05-27,2022-09-16
nahlhu,76561198161550762,654,6,0,0,0,2017-01-07,2017-03-13
natchyyy,76561198093274919,2318,6,0,0,0,2017-05-24,2017-11-06
neo,76561198154860906,2352,6,0,0,0,2018-05-31,2020-06-24
