current_name,steamid64,oz_id,date_utc,text
philip,76561199052447954,5655,2025-08-31,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
hezzyyy1,76561198291660586,3091,2025-08-12,FAGGOT SEANM
[GN92] Cha1r,76561198984387837,4458,2025-03-31,nigga
boner activated,76561198090680468,1033,2025-07-16,nigger
Fruit,76561198247826480,3256,2025-04-28,this nigga nonchalant
doku,76561199205319751,4924,2025-05-18,what a fking fag
rintincan,76561198124772544,2030,2025-06-08,u r a bastard
h1ro,76561198307700283,1381,2025-09-09,nigga bombing a fly
STiNGHAN🍕,76561198023989090,1642,2025-09-06,which retard did ready up
Matty,76561198035204545,705,2025-03-29,ur a bitch rain
Jackaks,76561199516381193,5750,2025-04-13,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
doku,76561199205319751,4924,2025-08-16,Nigga Lawliet
Fishy,76561199091438347,5667,2025-05-27,am retard
hoxy.my,76561198135473413,3480,2025-03-31,chair heal up nigga
Samael,76561198311723891,4025,2025-05-31,[7][7][7] Lucky Bitch!
lime,76561198367981056,4240,2025-03-24,what a fucking nigger
qb,76561198412329672,5488,2025-08-15,retard mge
philip,76561199052447954,5655,2025-07-22,prpl : NIGGA
Maestro,76561199530648122,4927,2025-03-29,and the only comms i get is from thsi moron in game chat
Time,76561198062128351,4672,2025-07-22,fucking niggers
POPEL,76561198085724299,1763,2025-05-24,dont rep me retard
Trash,76561198110764631,3998,2025-06-08,how tf does that noit splkash you cunt
spunchbob3,76561198349542950,1184,2025-08-28,wierd cunts
Kou,76561198272648735,3008,2025-04-05,as if cunt
MrBliss,76561198083901668,827,2025-05-21,bitch
[GN92] Cha1r,76561198984387837,4458,2025-04-14,nigga
Jackaks,76561199516381193,5750,2025-05-24,cooki :  they wouldnt call me the indian cyclone nigga
Batman.,76561199044900678,5692,2025-04-10,mugen: killing niggers
lime,76561198367981056,4240,2025-03-25,what is this pinoy nigger doing
tj,76561198131181685,4691,2025-07-24,fuck off you dusty old cunt
zeised,76561198348523295,3638,2025-04-17,SANGE AJA NIGGER
kosina,76561198379718122,3254,2025-09-05,nigga
HERTZILLA,76561198116828800,26,2025-08-24,lucky ass bitch
Lizrd-Wizrd,76561198281156018,2515,2025-04-21,bitch
HERTZILLA,76561198116828800,26,2025-08-14,you lucky bitch
Wungus,76561198137146721,5658,2025-06-23,fat shovel moron
menex,76561198071933028,2627,2025-07-27,bitch
fany,76561198075294392,3398,2025-07-18,fag things
Nati0nal,76561198258747476,1062,2025-07-24,pos bitch ass faggot
ALT,76561198073437085,409,2025-06-30,fukckign cunt
Raelen,76561198081965657,2341,2025-05-08,ROMBED BITCHB
monkeyspanker43,76561198819280984,2815,2025-06-25,fatass
dril,76561198827805451,2027,2025-07-04,saglim more like nigger hahaha
[GN92] Cha1r,76561198984387837,4458,2025-05-18,nigga
Fishy,76561199091438347,5667,2025-04-29,kill that black nigga
chad,76561198075991823,92,2025-06-17,i shot them CUNT
Hank,76561199453377641,5620,2025-03-26,U NIGGAS LOST TO POPS MED
Kou,76561198272648735,3008,2025-04-03,yeah fucj you cunt
PED XING,76561198070486186,4796,2025-08-26,lucky nigger
trev,76561198096472815,1871,2025-08-20,bitch
cookie,76561198156148323,5545,2025-07-23,BITCHHH
zeised,76561198348523295,3638,2025-03-31,bro im in australia faggot
x32,76561199218481136,4000,2025-08-30,im such a shitter holy fck
Trash,76561198110764631,3998,2025-05-31,are you stupid cunt
doku,76561199205319751,4924,2025-03-28,yeah stubby your a nigga
ruka-,76561198802180851,5680,2025-09-03,Nice Nigga
pavkin,76561199151458742,4959,2025-04-16,faggyfaggy
fany,76561198075294392,3398,2025-06-08,ur retarded'
fany,76561198075294392,3398,2025-08-24,stop yapping retard
doku,76561199205319751,4924,2025-06-07,WHY IS SPOYO SUCHA  NIGGER BRO
kaldoz,76561198261198393,4893,2025-08-02,NIGGER
Batman.,76561199044900678,5692,2025-05-15,mugen: killing niggers
kaldoz,76561198261198393,4893,2025-07-28,fducl you nigga
doku,76561199205319751,4924,2025-05-11,r u retardded
tj,76561198131181685,4691,2025-06-13,stupid cunt why  you there
[GN92] Cha1r,76561198984387837,4458,2025-04-18,votekick this nigga again
[GN92] Cha1r,76561198984387837,4458,2025-03-31,im going demoknight niggers
arnoo,76561199066717018,3673,2025-08-29,Fag dead
sjalamin,76561198803840548,4615,2025-07-10,f u too cunt
ALL HAIL KING BIG NUTZ 2021,76561197982503303,352,2025-03-27,no fucking shot cunt
cookie,76561198156148323,5545,2025-08-02,nigga doku
doku,76561199205319751,4924,2025-08-17,fking liltimmy lying kpod sucking dick sucking bitch
Mashy,76561198112429993,5835,2025-05-27,can we stop bullying the retarded medic? :D
Corde,76561198083876212,3771,2025-06-15,cuz hes a med retard
sageEU,76561198011988825,1316,2025-07-13,rep this retard
gigi,76561198061717026,5340,2025-05-23,ivan ur faggot scout saying Nice shootin ther psyched me out
gotaki,76561198039920735,700,2025-07-05,CYA BITCH
Fruit,76561198247826480,3256,2025-08-23,10 day contract ass nigga
spoyo,76561198895489147,5525,2025-03-29,NIGGERFER
Batman.,76561199044900678,5692,2025-04-10,nigger
cv_firee,76561198303081758,5618,2025-05-25,what a bitch
Matty,76561198035204545,705,2025-09-09,ur a sneaky bitch
APVC,76561199090168813,4288,2025-09-12,fatass
keritz,76561199004134126,3744,2025-07-09,BITCh
Rei,76561198128963129,370,2025-04-06,u little bitch
doku,76561199205319751,4924,2025-04-07,can this RETARD get back on soldier
FreeAlan,76561197994194946,3047,2025-04-15,niggapenus
soIay,76561199829094238,4523,2025-06-14,bitch
hex,76561198157513429,4589,2025-05-18,nigga 
LOLoliver,76561199109988283,5244,2025-09-12,you play like a fucking nigger thats on meth
lime,76561198367981056,4240,2025-04-10,holy lucky niggers
hezzyyy1,76561198291660586,3091,2025-06-19,/r for retard
tez,76561198963311745,5846,2025-07-05,niggasaurus
Jackaks,76561199516381193,5750,2025-04-07,nigga wtf were u doing there
chad,76561198075991823,92,2025-06-06,gay ass retard
ZOHAN,76561199242554153,4588,2025-06-07,SHITTER
doku,76561199205319751,4924,2025-03-24,shitter down!
DANTE,76561198046483712,3110,2025-06-28,u fat cunt
DANTE,76561198046483712,3110,2025-06-28,like all of u cunts
jel,76561198439712695,4070,2025-04-13,retarded
Kou,76561198272648735,3008,2025-07-23,im so fucking washed cunt
spoyo,76561198895489147,5525,2025-04-30,WHAT ARE the NIGGERS IN MY TEAM!
Doctrine,76561199050447792,3084,2025-05-27,golden you';re a bitch
saltyyTV certified caster,76561198124055526,3246,2025-04-17,faggot
kaldoz,76561198261198393,4893,2025-07-27,NIGGER
violet,76561199061074522,3493,2025-09-03,Coms were their med is retarded
Time,76561198062128351,4672,2025-06-05, YOU BITCHHHH
[GN92] Cha1r,76561198984387837,4458,2025-05-26,bitch
boner activated,76561198090680468,1033,2025-07-05,he called u retard
perc30prince,76561198872072250,5716,2025-08-14,gaben is a fucking nigger
yuzu,76561198251074790,3360,2025-05-31,ur a faggot jiby
ZOHAN,76561199242554153,4588,2025-07-11,TRYHARD CUNT
cookie,76561198156148323,5545,2025-05-04,nigga
Jackaks,76561199516381193,5750,2025-05-28,cooki :  they wouldnt call me the indian cyclone nigga
Aerol1th,76561199478244135,5296,2025-07-09,u bitchc
catwif,76561198886335531,4831,2025-05-02,nah nigga no way
gotaki,76561198039920735,700,2025-05-09,you are retarded
dril,76561198827805451,2027,2025-05-11,faggot
yesod,76561198212866289,4493,2025-05-24,its moronic
Tauiluigi,76561199196553820,5698,2025-04-07,im actually so fucking retarded
gotaki,76561198039920735,700,2025-08-01,YOU CUNTS ARE SHIT HAHAHA
Toki,76561198337887896,5120,2025-03-27,you niggers sent 4 into sewers?
h1ro,76561198307700283,1381,2025-09-11,NIGGA HESITATING
pc,76561198290269128,1234,2025-08-14,retard clas
robor,76561198084686835,2611,2025-04-02,BITCH
airflameon,76561198069614351,16,2025-08-05,shit cunt
POPEL,76561198085724299,1763,2025-08-29,who is that fag
cookie,76561198156148323,5545,2025-07-15,nigga i got two
wlg ツ,76561198971840184,2516,2025-08-31,faggot
buud..d1ck,76561198096570937,2375,2025-06-21,est bitch :  ( ?° ?? ?°)pacers in 7 :  (° ?? ?°)
airflameon,76561198069614351,16,2025-03-30,can you ban this retard faust
saltyyTV certified caster,76561198124055526,3246,2025-03-29,ban this retard
[GN92] Cha1r,76561198984387837,4458,2025-04-16,NIGGER
HERTZILLA,76561198116828800,26,2025-08-20,youre actually so retarded
schnapps,76561198146554815,5299,2025-03-30,my fatass tripped
Houf,76561198448050535,3173,2025-04-17,Molotov-bitch :  your mom noob at blowjobe
Corde,76561198083876212,3771,2025-03-26,shoot the stupid nigger first 
Jackaks,76561199516381193,5750,2025-08-06,i was afk nigga
Corde,76561198083876212,3771,2025-04-10,bitch
Samael,76561198311723891,4025,2025-04-06,[7][7][7] Lucky Bitch!
Santaz,76561198348759417,4121,2025-05-31,only dm 0 brain fag
maff,76561199106104716,3942,2025-07-03,u so retarded
Lizrd-Wizrd,76561198281156018,2515,2025-07-14,this fucking cunt
[GN92] Cha1r,76561198984387837,4458,2025-06-25,HE IS BLACK AND I HATE NIGGERS
freesheep,76561198055313748,1140,2025-08-15,shitter.
[GN92] Cha1r,76561198984387837,4458,2025-03-28,you niggas hear that?
KING BIG NUTZ 2021,76561198039913278,3263,2025-08-08,fuck you cunt
Hank,76561199453377641,5620,2025-04-12,Im playing with niggas fresh out of tf2 coaching central newbie cup
gotaki,76561198039920735,700,2025-08-10,raped bitch
doku,76561199205319751,4924,2025-05-16,(Spectator) ifun toxicity result :  i need the div 4 retardedness in me
gotaki,76561198039920735,700,2025-06-03,YOU ARE SO SHIT CUNT
cv_firee,76561198303081758,5618,2025-04-27,*DEAD* vlone :  perdomy ur a stupid faggot shitter
akari,76561198068549523,738,2025-07-19,cunt is baiting to pad dpm
doku,76561199205319751,4924,2025-04-22,nigga type shi or what
doku,76561199205319751,4924,2025-03-25,my medic is such a faat nigger
Time,76561198062128351,4672,2025-07-11,NIGGA SEAN
verd,76561198120670343,4664,2025-03-25,retard
hoxy.my,76561198135473413,3480,2025-05-25,NIGGA
DANTE,76561198046483712,3110,2025-06-29,i had the cunt
Jackaks,76561199516381193,5750,2025-06-09,bitch
perc30prince,76561198872072250,5716,2025-08-21,fucking retard killing me when i tab out
[GN92] Cha1r,76561198984387837,4458,2025-08-14,ur chinky ass
Batman.,76561199044900678,5692,2025-08-10,CH4uHT10n :  bitch
doku,76561199205319751,4924,2025-05-15,(Spectator) ifun toxicity result :  i need the div 4 retardedness in me
fany,76561198075294392,3398,2025-05-09,2 hk retard sollies
cookie,76561198156148323,5545,2025-06-15,NIGGANOTIN
Kou,76561198272648735,3008,2025-04-08,CUNT I FEEL LIKE CLIPPY WTF AMI DOING
KING BIG NUTZ 2021,76561198039913278,3263,2025-05-20,can you cunts be normal
shooter of bad guys,76561198838163169,4962,2025-08-27,NIGGER
Corde,76561198083876212,3771,2025-07-16,nigga said monarch
APVC,76561199090168813,4288,2025-08-24,bitch
chad,76561198075991823,92,2025-07-14,andy clip that and ill fuck u cunt
Fruit,76561198247826480,3256,2025-06-01,nigga
cookie,76561198156148323,5545,2025-05-10,NIGGA
juliangonzales2009@yahoo.com,76561199232111143,5292,2025-07-29,im such a fatass
robouki,76561198168265569,5326,2025-03-24,i am retarded
airflameon,76561198069614351,16,2025-04-09,bitch ass 
Samael,76561198311723891,4025,2025-03-21,[7][7][7] Lucky Bitch!
ubi,76561198098956650,948,2025-05-12,fatass
hezzyyy1,76561198291660586,3091,2025-05-26,or retarded
dril,76561198827805451,2027,2025-08-07,nigga game
jel,76561198439712695,4070,2025-03-23,who is that retarded pyro
yuzu,76561198251074790,3360,2025-07-31,this kiyo guy is a nigger
Maestro,76561199530648122,4927,2025-05-20,fagway
whylee,76561198448632147,5960,2025-09-05,U NIGGER
h1ro,76561198307700283,1381,2025-07-23,retard med doesnt have right click binded
monolith,76561198157810897,2553,2025-04-28,i leave the vc and u cunts ultiduo without me
maff,76561199106104716,3942,2025-05-06,nigger nmono
teejay,76561198040346178,27,2025-07-18, have 3 pointsLeBuddha :  shut the fuck up ur malay retard
Whitefang2360,76561198351885434,5100,2025-08-20,SwaySway :  if being toxic wasn't banned in ozfort you would be my bitch
[GT] Dapper,76561198325655601,5075,2025-04-06,get on vc nigga
Not Steven,76561198051881261,2507,2025-05-08,you need some bitches
APVC,76561199090168813,4288,2025-09-06,domin8ed bitch
juna,76561198513775985,4559,2025-06-29,*DEAD* get jiggy :  SwaySway :  if being toxic wasn't banned in ozfort you would be my bitch
Samael,76561198311723891,4025,2025-07-07,[7][7][7] Lucky Bitch!
yuna,76561198358100512,2425,2025-03-27,Gh0sty™ :  are you fucking retard?
philip,76561199052447954,5655,2025-05-06,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
Chili,76561198048808386,233,2025-04-16,ok cunt who hit that
zek,76561198324300584,5308,2025-09-11,rfuck you cunt
RainnFoxer,76561198973884159,4457,2025-06-07,you bastard
mgm,76561198078497266,3220,2025-05-14,fat  cunt
Samael,76561198311723891,4025,2025-05-15,[7][7][7] Lucky Bitch!
AUZ,76561198206072125,912,2025-08-29,no kill for you shitter
Batman.,76561199044900678,5692,2025-07-07,fucking faggots
ALT,76561198073437085,409,2025-08-01,fuck u cunt
MEMORIES,76561198120920913,554,2025-08-23,air sticky bitch
[GT] Dapper,76561198325655601,5075,2025-06-03,niggers
gotaki,76561198039920735,700,2025-08-01,BITCH
doku,76561199205319751,4924,2025-08-26,shut up nigger
farn,76561198156007049,1272,2025-04-29,bitchhhh
doku,76561199205319751,4924,2025-04-18,OH MY NIGGERS ON MY TEAM
Tenous,76561198143631024,3629,2025-08-22,shitters
HERTZILLA,76561198116828800,26,2025-06-19,you cunts are animals
hex,76561198157513429,4589,2025-05-18,nigga
Jackaks,76561199516381193,5750,2025-09-04,nigga ball
Hank,76561199453377641,5620,2025-03-23,mendo ur such a bitch running dh all game
perc30prince,76561198872072250,5716,2025-08-18,so u do some retarded offclass
kori,76561198328824242,3303,2025-05-04,RETARDS
perc30prince,76561198872072250,5716,2025-08-03,nigger
trev,76561198096472815,1871,2025-05-25,shit and shitter
doku,76561199205319751,4924,2025-06-22,Nigger
drive in snooze,76561198370506193,5038,2025-08-01,niggaaa shut up
alivesinceforever,76561199061575773,5582,2025-04-04,faggot game
mackeyy,76561198086178920,4164,2025-07-15,l8r bitch
humble,76561199158854365,5870,2025-07-14,i dont listen to niggers
FreeAlan,76561197994194946,3047,2025-03-28,retarded?
Samael,76561198311723891,4025,2025-07-06,[7][7][7] Lucky Bitch!
hezzyyy1,76561198291660586,3091,2025-08-30,stfu BITCH
Jackaks,76561199516381193,5750,2025-05-17,cooki :  they wouldnt call me the indian cyclone nigga
Tauiluigi,76561199196553820,5698,2025-05-20,THIS IS SO NIGGER
cookie,76561198156148323,5545,2025-03-25,u nigga
Marv,76561198042599456,3012,2025-07-10,you lucky cunt
Corde,76561198083876212,3771,2025-04-04,nigga top fragging with spoon
FreeAlan,76561197994194946,3047,2025-07-15,nigga needs 3 people 
altfs,76561198131264287,954,2025-05-19,u 2 are niggers
Ta5K,76561198939558155,3531,2025-04-30,you fat bitch 
FreeAlan,76561197994194946,3047,2025-08-12,YOURE THE ONE TROLLING FATASS
ruka-,76561198802180851,5680,2025-09-06,Die Nigga
nonamed lowdiv2 haennrie,76561198329126870,3340,2025-06-20,nigger
cookie,76561198156148323,5545,2025-07-09,Who r u nigga
altfs,76561198131264287,954,2025-03-23,retard
Hank,76561199453377641,5620,2025-03-22,corny nigga
Jackaks,76561199516381193,5750,2025-04-16,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
Time,76561198062128351,4672,2025-07-22,shut up nigga
maz,76561198050517054,1653,2025-07-09,stupid cunt
Hank,76561199453377641,5620,2025-05-26,NIGGER
rintincan,76561198124772544,2030,2025-07-12,CUNT
Raelen,76561198081965657,2341,2025-05-12,ayr you habve aids cunt\\
ALT,76561198073437085,409,2025-06-04,UR a cunt
Batman.,76561199044900678,5692,2025-06-04,RETARD
Time,76561198062128351,4672,2025-07-05,mugen you bitch...
lime,76561198367981056,4240,2025-06-17,why are u always in a corner faggot
kira,76561198277979851,5368,2025-07-18,BRIAN IS SO RETARDED
Charlie,76561198003275802,2112,2025-08-28,nigga
flaK,76561199078847021,5243,2025-07-23,you lucky bitch shamu
ruka-,76561198802180851,5680,2025-08-27,Die Nigga
fany,76561198075294392,3398,2025-07-18,bitch
Gale,76561198449852071,3036,2025-04-17,moron down @speo
mayo,76561198332925604,1931,2025-04-15,fuck off cunt
Jackaks,76561199516381193,5750,2025-04-06,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
tj,76561198131181685,4691,2025-05-02,aly this cunts trolling me
Corde,76561198083876212,3771,2025-07-14,is this nigga submarine
h1ro,76561198307700283,1381,2025-08-20,this nigga peak an op
miles,76561198311080565,3562,2025-05-22,stupid fuck nigger team'
altfs,76561198131264287,954,2025-05-01,konma ur a fat nigga
Batman.,76561199044900678,5692,2025-04-11,mugen: killing niggers
AUZ,76561198206072125,912,2025-08-22,HIT UR SHOTS CUNT
[GN92] Cha1r,76561198984387837,4458,2025-03-29,lets go hk nigga
Owlfy,76561199073919459,4890,2025-08-13,my fatass waddled 
Time,76561198062128351,4672,2025-06-05,YUNA YOU BITCHHH
schnapps,76561198146554815,5299,2025-04-15,bastard
cookie,76561198156148323,5545,2025-07-10,U NIGGA
Time,76561198062128351,4672,2025-06-25,the stress levels in comms is too damn high niggas
Pipelin12,76561198318260026,3516,2025-05-20,VAR IS A BITCH
Mr scattergun,76561199141112344,3507,2025-03-30,get this nigger minecraft player out
hezzyyy1,76561198291660586,3091,2025-06-19,U FUCKING SHITTER
perfection,76561198165249595,883,2025-06-07,stay down bitch
philip,76561199052447954,5655,2025-06-24,retard on my team alert
Batman.,76561199044900678,5692,2025-04-09,LETS LOCK IN FAGGOTS
hex,76561198157513429,4589,2025-04-28,get rekt nigga
cookie,76561198156148323,5545,2025-07-25,shut up nigga
farn,76561198156007049,1272,2025-03-25,bitchhh
wlg ツ,76561198971840184,2516,2025-05-27,faggot
TROLLPOCALYPSE,76561198415391988,3795,2025-07-14,ur retarded
Time,76561198062128351,4672,2025-07-19,BITCHHH
Mikke,76561198344047359,4609,2025-08-09,itse olet faggu
robor,76561198084686835,2611,2025-06-08,BITCH
philip,76561199052447954,5655,2025-09-03,prpl : NIGGA
Dr. Worm,76561198080301085,3261,2025-06-19,i lived bitch
wlg ツ,76561198971840184,2516,2025-07-27,faggot
Hank,76561199453377641,5620,2025-04-12,lucky bitch
h1ro,76561198307700283,1381,2025-05-23,100000000000 niggas always on flank
pooping),76561199433607526,5204,2025-05-27,nigger pug
Santaz,76561198348759417,4121,2025-05-06,u can be retard
Fruit,76561198247826480,3256,2025-03-29,nigga tema
TUX,76561198154177645,1952,2025-06-07,bitch ass smazzz
silvo,76561198186769550,333,2025-03-26,u went up top enrith you are a bitch
dingathy,76561199004835743,5815,2025-08-03,fatass
cookie,76561198156148323,5545,2025-07-05,nigga
rither,76561199467328937,5061,2025-08-29,you guys r such niggers :(
LOLoliver,76561199109988283,5244,2025-09-12,FUCKINGG NIGGAAAA
Batman.,76561199044900678,5692,2025-08-24,mugen: killing niggers
hezzyyy1,76561198291660586,3091,2025-09-09,the bay india nigger is here
Samael,76561198311723891,4025,2025-09-05,[7][7][7] Lucky Bitch!
doku,76561199205319751,4924,2025-07-22,'sorry we only have pepsi is that okay' ahh nigga bro
YkjR,76561198825185244,3666,2025-09-13,you fag
odin,76561198798387897,3817,2025-05-30,got 2 retard scouts 
TROLLPOCALYPSE,76561198415391988,3795,2025-05-16,you cunt
stargazer,76561198208280527,4530,2025-03-29,fuck tangerine these bitch ass mfs
silvo,76561198186769550,333,2025-05-27,sit up bitch
zamblargo (retard),76561198295713840,2609,2025-04-24,blue wants it so bad but fatass cuckboy has something to say
h1ro,76561198307700283,1381,2025-09-03,why u ther nigga
[GN92] Cha1r,76561198984387837,4458,2025-04-01,nigger
zamblargo (retard),76561198295713840,2609,2025-08-15,retards
h1ro,76561198307700283,1381,2025-06-02,this nigga cj just roaming hte map bruh
Batman.,76561199044900678,5692,2025-04-22,mugen: killing niggers
ayr,76561198026960645,1897,2025-05-11,I SEE U BITCH
whylee,76561198448632147,5960,2025-03-22,THIS FUCKING NIGGER
Veron,76561198096457803,921,2025-03-21,NIGGA
tj,76561198131181685,4691,2025-06-24,NO CUNT ACTUALLY
Elmo.,76561197972273857,129,2025-06-08,actually unreal cunt
spoyo,76561198895489147,5525,2025-08-28,pav u are retarded
DANTE,76561198046483712,3110,2025-07-26,fat cuntr
tj,76561198131181685,4691,2025-08-22,HIT UR SHOTS CUNT
Tauiluigi,76561199196553820,5698,2025-04-06,this is no nigger
h1ro,76561198307700283,1381,2025-08-13,mad retarded
Houf,76561198448050535,3173,2025-04-17,Molotov-bitch :  your mom noob at blowjobe
FreeAlan,76561197994194946,3047,2025-03-21,are u guys retarded>
Slicerogue,76561198079978485,2474,2025-07-27,this bitch has more reach mannnn
gotaki,76561198039920735,700,2025-07-28,welcome to the big leagues cunt
ALL HAIL KING BIG NUTZ 2021,76561198063258664,231,2025-06-23,fuck off cunt
kaldoz,76561198261198393,4893,2025-08-07,are u retarded
Jackathan,76561198315505858,456,2025-05-27,keep your hrt milk in your tit and get a job nigger
dayap,76561198267475132,1275,2025-07-02,"cunt.,"
Batman.,76561199044900678,5692,2025-07-08,2 hp nigger
ruka-,76561198802180851,5680,2025-09-03,nigga tilt
ceekay,76561198276376906,551,2025-07-30,nice try retard
✿ lilbootycall ✿,76561198018793342,1274,2025-07-03,get off garden dumb bitch
doku,76561199205319751,4924,2025-07-09,niggerts
kosina,76561198379718122,3254,2025-07-07,nigga
FREETIMSIMON,76561198376383989,2387,2025-09-08,bitch
doku,76561199205319751,4924,2025-04-06,dude im just a div 4 shitter
Fruit,76561198247826480,3256,2025-08-22,NIGGA!!!
down,76561198084977572,299,2025-05-11,retard team
Titan,76561198122729635,1434,2025-05-12,what a cunt
boner activated,76561198090680468,1033,2025-09-07,bitch
gotaki,76561198039920735,700,2025-06-06,BITCH
HERTZILLA,76561198116828800,26,2025-08-14,ez tj bitch
reero,76561198071785065,2162,2025-06-28,ur guy is a moron
Wungus,76561198137146721,5658,2025-06-18,bitchass
Lizrd-Wizrd,76561198281156018,2515,2025-04-24,cunt what happened to me
kaldoz,76561198261198393,4893,2025-07-28,YOU ARE A NIGGA
gotaki,76561198039920735,700,2025-08-27,RAPED BITCH
doku,76561199205319751,4924,2025-07-03,im jsut a shitter
mvne,76561198976674986,4272,2025-06-18,nigger
catwif,76561198886335531,4831,2025-04-27,we were rotating nigga
MEMORIES,76561198120920913,554,2025-04-30,die cunt
h1ro,76561198307700283,1381,2025-07-16,nigga just be trapping anyth
Batman.,76561199044900678,5692,2025-06-04,mugen: killing niggers
starlight,76561198857084392,4183,2025-08-24,premium nigga
philip,76561199052447954,5655,2025-04-11,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
arnoo,76561199066717018,3673,2025-04-28,NIGGER1!!!
Fruit,76561198247826480,3256,2025-08-16,NIGGAS BE CALLING ME ON DISCORD BROOO
Toki,76561198337887896,5120,2025-09-10,fucking retard
Jackaks,76561199516381193,5750,2025-05-24,cooki :  they wouldnt call me the indian cyclone nigga
Fruit,76561198247826480,3256,2025-04-28,NIGGER
baghdad,76561198821775083,4923,2025-05-07,bitch
Jackaks,76561199516381193,5750,2025-09-04,nigga
Toki,76561198337887896,5120,2025-04-14,niggers?
HERTZILLA,76561198116828800,26,2025-08-20,'bunch of shitters' -trev
Batman.,76561199044900678,5692,2025-06-04,I fuck faggots
doku,76561199205319751,4924,2025-08-16,nigga you js baited 3 people to hit fking 49 damage the entire flash
trev,76561198096472815,1871,2025-05-17,stupid bitch
Fruit,76561198247826480,3256,2025-07-21,lucky nigger
night,76561198109506971,3182,2025-07-31,u a bitch
catwif,76561198886335531,4831,2025-04-25,nigga
Matty,76561198035204545,705,2025-06-29,you cunt
doku,76561199205319751,4924,2025-05-23,thats so retarded
-atten,76561198103105711,406,2025-04-29,THESE CUNTS GOING TO LAN:???
kira,76561198277979851,5368,2025-05-25,moron
shadi,76561198073097952,4907,2025-05-21,just got some top from this stripper bitch
Corde,76561198083876212,3771,2025-06-14,niggas
Hank,76561199453377641,5620,2025-03-24,this nigga put it on miami
ALL HAIL KING BIG NUTZ 2021,76561198037965602,489,2025-05-22,cunt
[GN92] Cha1r,76561198984387837,4458,2025-03-23,nigga
h1ro,76561198307700283,1381,2025-05-15,this nigga casi
Corde,76561198083876212,3771,2025-06-30,yall nigga not sniping asswell BRO
pooping),76561199433607526,5204,2025-05-11,99 uber and a bitch aint one
Time,76561198062128351,4672,2025-07-12,CH FUCK U NIGGA
silvo,76561198186769550,333,2025-03-26,shitter
[GN92] Cha1r,76561198984387837,4458,2025-03-21,bitch
philip,76561199052447954,5655,2025-05-16,"*DEAD* Batman. :  I like underaged girls only, get it right faggot!"
ALL HAIL KING BIG NUTZ 2021,76561198063258664,231,2025-06-08,bitch
nonamed lowdiv2 haennrie,76561198329126870,3340,2025-06-18,you fuckign retard
cv_firee,76561198303081758,5618,2025-05-18,bitch
kaldoz,76561198261198393,4893,2025-07-19,NIGGAS
lazcore,76561198140731013,2825,2025-09-07,this retard
cookie,76561198156148323,5545,2025-05-24,NIGGA
keritz,76561199004134126,3744,2025-03-23,shut up BITCH
Tenous,76561198143631024,3629,2025-07-28,damn u sexy bastard
Mashy,76561198112429993,5835,2025-05-27,i think our medic is retarded
kosina,76561198379718122,3254,2025-07-23,nigger 
cookie,76561198156148323,5545,2025-08-04,this bitch
Hank,76561199453377641,5620,2025-04-12,what config are you morons using
melvin,76561198350625761,5544,2025-06-16,retard
pooping),76561199433607526,5204,2025-04-28,a nigga
x32,76561199218481136,4000,2025-06-05,inplayed ur shit cunt
pc,76561198290269128,1234,2025-07-27,retard
[GN92] Cha1r,76561198984387837,4458,2025-03-28,NIGGA I LAGGG
hex,76561198157513429,4589,2025-04-28,nigga slain 
airflameon,76561198069614351,16,2025-04-09,DOG CUNT
brodie escobar,76561198086751156,150,2025-09-09,capy : retard
bobby,76561198139522334,3414,2025-05-30,BITCH
robouki,76561198168265569,5326,2025-06-22,cuz its such a retarded thing to do 
kaldoz,76561198261198393,4893,2025-04-23,nigger
lazcore,76561198140731013,2825,2025-09-07,this retard
HERTZILLA,76561198116828800,26,2025-09-08,cya bitch
sucwubz,76561198345900420,4076,2025-07-11,nigga
[GT] Dapper,76561198325655601,5075,2025-06-02,Bitch on a leash
Samael,76561198311723891,4025,2025-05-15,[7][7][7] Lucky Bitch!
95,76561198169916882,1804,2025-09-05,cant join bc there 7 cunt in there
Trash,76561198110764631,3998,2025-08-01,nah you cunts r shit
janga7,76561198125511936,326,2025-07-16,what kind of cringe cunt builds a lvl3 on evens in a pug
gotaki,76561198039920735,700,2025-05-30,i see u bitch
Batman.,76561199044900678,5692,2025-07-07,nigger
Oob,76561198977722492,5332,2025-06-17,"Pretty bitches love me (yeah), and ugly hoes hate me"
h1ro,76561198307700283,1381,2025-08-28,stop jumping bitchass nigga
[GN92] Cha1r,76561198984387837,4458,2025-04-01,nigger
cookie,76561198156148323,5545,2025-04-29,nigganotion
Ta5K,76561198939558155,3531,2025-03-23,you're a bastard
hezzyyy1,76561198291660586,3091,2025-05-21,"if i become a politician someday, will the asiafortress community expose me for saying niggers a lot"
cromag,76561198086280517,5731,2025-07-02,poo :  fuck you bitch
Elmo.,76561197972273857,129,2025-06-08,are u seirous cunt
smallrat,76561198043150281,5112,2025-06-14,FUCK U CUNT
